feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,cp_data_group_2_avg_t,cp_data_group_2_std_t,cp_data_group_2_max_t,cp_data_group_2_min_t,feat_mutual_info
rectal_temp_norm_group_by_abdomo_appearance_group_3_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938141531361884e-05,0.0,8.523648131141462e-06,2.0820511814048924e-05,20.17854530625791,20.17854530625791,20.17854530625791,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
abdomo_protein_norm_group_by_abdomo_appearance_group_3_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.00129315918789603,0.0031587690780742724,20.1727589704031,20.1727589704031,20.1727589704031,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_norm_group_by_abdomo_appearance_group_3_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.990205663524145,14.990205663524145,14.990205663524145,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
lesion_3_norm_group_by_abdomo_appearance_group_3_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.990205663524145,14.990205663524145,14.990205663524145,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
hospital_number_group_by_abdomo_appearance_group_3_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,5299629.0,5304767.755980861,2103.740205997465,-36353.402563082396,-36353.402563082396,-36353.402563082396,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_group_by_abdomo_appearance_group_3_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,39.5,30324.33014354067,12398.217592362229,-35.26890796978398,-35.26890796978398,-35.26890796978398,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_group_by_abdomo_appearance_group_3_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,2664.444976076555,1090.7892968096858,-35.13594063525072,-35.13594063525072,-35.13594063525072,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
lesion_3_group_by_abdomo_appearance_group_3_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.990205663524145,14.990205663524145,14.990205663524145,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
hospital_number_norm_group_by_abdomo_appearance_group_3_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9987458796922389,0.9998199827309432,0.00043972388576577197,12.05983175106042,12.05983175106042,12.05983175106042,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_norm_group_by_abdomo_appearance_group_3_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00011593514418373175,0.8564759715517967,0.35058271809555963,17.82305666054128,17.82305666054128,17.82305666054128,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_norm_group_by_abdomo_appearance_group_3_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.8564593301435406,0.3506233676662442,12.31246081146975,12.31246081146975,12.31246081146975,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_group_by_abdomo_appearance_group_4_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7615.842857142858,6876.073480662983,6975.181339712918,251.98133138818875,-398.6496033748224,-398.6496033748224,-398.6496033748224,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
abdomo_protein_group_by_abdomo_appearance_group_4_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.59060773480664,20.275,69.91196172248806,19.52292647617138,-45.2945759351565,-45.2945759351565,-45.2945759351565,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_group_by_abdomo_appearance_group_4_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1878453038674,0.0,14.885167464114827,5.85454910822543,-18.301638392467257,-18.301638392467257,-18.301638392467257,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_norm_group_by_abdomo_appearance_group_4_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21435115502912114,0.19343279665719354,0.19623525615199727,0.007125241947828826,19.603062442463685,19.603062442463685,19.603062442463685,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
abdomo_protein_norm_group_by_abdomo_appearance_group_4_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7756817591071732,0.20195195195195198,0.6988184356605406,0.19542468945116484,18.126072645383335,18.126072645383335,18.126072645383335,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_norm_group_by_abdomo_appearance_group_4_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.004784688995215311,0.0018818865664498332,20.164664878193197,20.164664878193197,20.164664878193197,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_3_norm_group_by_abdomo_appearance_group_4_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.178583676156453,20.178583676156453,20.178583676156453,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
hospital_number_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527916.0,521399.0,522272.0909090909,2219.8301103931944,-3393.255622254501,-3393.255622254501,-3393.255622254501,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,35.4,35.64114832535884,0.613118643349357,-83.48971065858727,-83.48971065858727,-83.48971065858727,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
abdomo_protein_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.22057416267942587,0.30655932167467786,19.477848753919915,19.477848753919915,19.477848753919915,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.178583676156453,20.178583676156453,20.178583676156453,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_3_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.178583676156453,20.178583676156453,20.178583676156453,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
hospital_number_norm_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001362183674279871,0.0,0.000182493506602088,0.00046398900353728623,14.989690060263928,14.989690060263928,14.989690060263928,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_norm_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0898355983101896e-05,0.0,6.818918504913173e-06,1.733707276059555e-05,20.178562720669955,20.178562720669955,20.178562720669955,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
abdomo_protein_norm_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0012069485753696278,0.003068661878625404,20.174870686872854,20.174870686872854,20.174870686872854,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_norm_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.990205663524145,14.990205663524145,14.990205663524145,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
lesion_3_norm_group_by_abdomo_appearance_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.990205663524145,14.990205663524145,14.990205663524145,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
hospital_number_group_by_abdomo_appearance_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,5297379.0,5304523.736842105,2810.127115351214,-27223.291130481583,-27223.291130481583,-27223.291130481583,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_group_by_abdomo_appearance_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,35400.0,35400.0,0.0,-103727.74996838161,-103727.74996838161,-103727.74996838161,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_group_by_abdomo_appearance_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,2694.215311004785,1059.6733885888032,-36.596069480513194,-36.596069480513194,-36.596069480513194,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
lesion_3_group_by_abdomo_appearance_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.990205663524145,14.990205663524145,14.990205663524145,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
hospital_number_norm_group_by_abdomo_appearance_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9982755845768284,0.9997689778380441,0.0005873729137920006,12.060130536494214,12.060130536494214,12.060130536494214,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_norm_group_by_abdomo_appearance_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,17.24785123118307,17.24785123118307,17.24785123118307,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_norm_group_by_abdomo_appearance_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.8660287081339711,0.3406214685274198,12.410713356426916,12.410713356426916,12.410713356426916,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_group_by_surgical_lesion_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9525.491056910569,3327.6453488372094,6975.181339712918,3049.9748329057534,-33.00375064547632,-33.00375064547632,-33.00375064547632,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
abdomo_protein_group_by_surgical_lesion_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.94302325581396,67.79268292682926,69.91196172248802,2.534494907454856,-121.92113630760603,-121.92113630760603,-121.92113630760603,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_group_by_surgical_lesion_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29268292682927,0.0,14.885167464114833,12.446590318150145,-8.113363790388348,-8.113363790388348,-8.113363790388348,0.0,12.050551570848356,6.750128260651366,15.315842601854522,-20.864766404892396,0.09085536871071466
rectal_temp_norm_group_by_surgical_lesion_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26835001829260247,0.0930943754160151,0.19623525615199708,0.08624372488041021,19.953161050842677,19.953161050842677,19.953161050842677,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
abdomo_protein_norm_group_by_surgical_lesion_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291593919500894,0.6776044337019946,0.6988184356605409,0.02537031939394235,18.037541344529014,18.037541344529014,18.037541344529014,0.0,16.824070648495553,8.04318997963644,20.50422061448683,-20.04697238179207,0.09085536871071466
lesion_2_norm_group_by_cp_data_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.004784688995215311,0.0036168849091792084,18.837790149444682,18.837790149444682,18.837790149444682,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_cp_data_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522979.0,521399.0,522404.45454545453,760.0521948149187,-9910.097864416457,-9910.097864416457,-9910.097864416457,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,35.4,35.76363636363636,0.48104569292083466,-84.14524825963753,-84.14524825963753,-84.14524825963753,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.6727272727272726,0.4329411236287512,16.89033263802393,16.89033263802393,16.89033263802393,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_norm_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003302516810437667,0.0,0.00021016016066421515,0.00015886614874596923,15.937556685690707,15.937556685690707,15.937556685690707,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827686443505656e-05,0.0,1.0282496158202386e-05,1.3602463845790288e-05,18.851136897595303,18.851136897595303,18.851136897595303,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_norm_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.005733005733005733,0.004333744981268781,18.835137304383878,18.835137304383878,18.835137304383878,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_cp_data_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_group_by_cp_data_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,5301219.0,5304025.363636363,2121.4115057808813,-36061.819766470224,-36061.819766470224,-36061.819766470224,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_cp_data_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,1979.7272727272727,1496.5331506767168,-19.018313237193876,-19.018313237193876,-19.018313237193876,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_cp_data_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_norm_group_by_cp_data_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9990782215737956,0.9996648078450164,0.0004434175417529402,15.953079216189735,15.953079216189735,15.953079216189735,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_cp_data_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.6363636363636362,0.4810456929208346,13.979261598500843,13.979261598500843,13.979261598500843,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_cp_data_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8546.252631578944,4225.806578947368,6975.181339712916,2078.3319651152415,-48.36050098286216,-48.36050098286216,-48.36050098286216,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_group_by_cp_data_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.21578947368421,43.13026315789474,69.91196172248806,20.24506116851697,-44.24113667916303,-44.24113667916303,-44.24113667916303,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_cp_data_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.39097744360902,0.0,14.885167464114833,11.252128952456516,-10.859756102402775,-10.859756102402775,-10.859756102402775,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_cp_data_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24066022608990195,0.11849155876066371,0.19623525615199716,0.05876871122860835,15.361609203614382,15.361609203614382,15.361609203614382,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_norm_group_by_cp_data_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8520099046414833,0.4307333649438913,0.6988184356605408,0.20265326495011968,16.83618166289787,16.83618166289787,16.83618166289787,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_cp_data_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.004784688995215311,0.0036168849091792084,18.837790149444682,18.837790149444682,18.837790149444682,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_cp_data_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522979.0,521399.0,522404.45454545453,760.0521948149187,-9910.097864416457,-9910.097864416457,-9910.097864416457,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,35.4,35.76363636363636,0.48104569292083466,-84.14524825963753,-84.14524825963753,-84.14524825963753,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.6727272727272726,0.4329411236287512,16.89033263802393,16.89033263802393,16.89033263802393,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_norm_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003302516810437667,0.0,0.00021016016066421515,0.00015886614874596923,15.937556685690707,15.937556685690707,15.937556685690707,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827686443505656e-05,0.0,1.0282496158202386e-05,1.3602463845790288e-05,18.851136897595303,18.851136897595303,18.851136897595303,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_norm_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.005733005733005733,0.004333744981268781,18.835137304383878,18.835137304383878,18.835137304383878,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_cp_data_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_group_by_cp_data_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,5301219.0,5304025.363636363,2121.4115057808813,-36061.819766470224,-36061.819766470224,-36061.819766470224,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_cp_data_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,1979.7272727272727,1496.5331506767168,-19.018313237193876,-19.018313237193876,-19.018313237193876,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_cp_data_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_norm_group_by_cp_data_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9990782215737956,0.9996648078450164,0.0004434175417529402,15.953079216189735,15.953079216189735,15.953079216189735,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
